sweep_type,experiment,model,parameter_name,parameter_value,seed,accuracy,error_rate,latency,inference_steps,configuration
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,58,1.0,0.0,17.147,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 58, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,7977,1.0,0.0,10.297,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 7977, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,15896,1.0,0.0,10.557,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 15896, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,23815,1.0,0.0,10.354,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 23815, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,31734,1.0,0.0,6.813,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 31734, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,39653,1.0,0.0,1.743,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 39653, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,47572,1.0,0.0,2.873,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 47572, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,55491,1.0,0.0,3.073,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 55491, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,63410,1.0,0.0,2.567,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 63410, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,71329,1.0,0.0,2.508,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 71329, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,79248,1.0,0.0,2.297,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 79248, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,87167,1.0,0.0,2.334,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 87167, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,95086,1.0,0.0,2.423,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 95086, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,103005,1.0,0.0,2.794,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 103005, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,110924,1.0,0.0,2.478,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 110924, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,118843,1.0,0.0,2.415,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 118843, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,126762,1.0,0.0,2.356,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 126762, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,134681,1.0,0.0,2.527,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 134681, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,142600,1.0,0.0,2.33,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 142600, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,150519,1.0,0.0,2.397,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 150519, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,158438,1.0,0.0,2.299,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 158438, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,166357,1.0,0.0,2.326,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 166357, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,174276,1.0,0.0,2.293,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 174276, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,182195,1.0,0.0,2.354,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 182195, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,190114,1.0,0.0,2.397,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 190114, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,198033,1.0,0.0,2.323,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 198033, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,205952,1.0,0.0,2.325,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 205952, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,213871,1.0,0.0,2.317,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 213871, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,221790,1.0,0.0,2.349,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 221790, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,16,229709,1.0,0.0,2.316,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 229709, 'sequence_length': 16, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,74,1.0,0.0,4.681,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 74, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,7993,1.0,0.0,4.492,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 7993, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,15912,1.0,0.0,4.369,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 15912, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,23831,1.0,0.0,4.361,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 23831, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,31750,1.0,0.0,4.353,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 31750, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,39669,1.0,0.0,4.505,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 39669, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,47588,1.0,0.0,4.335,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 47588, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,55507,1.0,0.0,4.304,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 55507, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,63426,1.0,0.0,4.363,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 63426, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,71345,1.0,0.0,4.301,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 71345, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,79264,1.0,0.0,4.311,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 79264, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,87183,1.0,0.0,4.338,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 87183, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,95102,1.0,0.0,4.391,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 95102, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,103021,1.0,0.0,4.35,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 103021, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,110940,1.0,0.0,4.28,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 110940, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,118859,1.0,0.0,4.374,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 118859, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,126778,1.0,0.0,4.362,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 126778, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,134697,1.0,0.0,4.325,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 134697, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,142616,1.0,0.0,4.442,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 142616, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,150535,1.0,0.0,4.305,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 150535, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,158454,1.0,0.0,4.313,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 158454, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,166373,1.0,0.0,4.345,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 166373, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,174292,1.0,0.0,4.318,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 174292, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,182211,1.0,0.0,4.114,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 182211, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,190130,1.0,0.0,3.512,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 190130, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,198049,1.0,0.0,4.352,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 198049, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,205968,1.0,0.0,4.298,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 205968, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,213887,1.0,0.0,4.283,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 213887, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,221806,1.0,0.0,4.372,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 221806, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,32,229725,1.0,0.0,4.323,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 229725, 'sequence_length': 32, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,106,1.0,0.0,8.654,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 106, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,8025,1.0,0.0,8.441,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 8025, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,15944,1.0,0.0,7.375,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 15944, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,23863,1.0,0.0,8.341,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 23863, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,31782,1.0,0.0,17.217,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 31782, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,39701,1.0,0.0,37.849,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 39701, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,47620,1.0,0.0,36.912,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 47620, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,55539,1.0,0.0,10.181,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 55539, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,63458,1.0,0.0,10.77,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 63458, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,71377,1.0,0.0,7.235,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 71377, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,79296,1.0,0.0,8.857,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 79296, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,87215,1.0,0.0,8.441,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 87215, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,95134,1.0,0.0,8.247,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 95134, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,103053,1.0,0.0,8.392,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 103053, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,110972,1.0,0.0,6.671,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 110972, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,118891,1.0,0.0,6.214,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 118891, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,126810,1.0,0.0,6.199,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 126810, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,134729,1.0,0.0,6.247,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 134729, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,142648,1.0,0.0,6.264,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 142648, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,150567,1.0,0.0,6.204,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 150567, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,158486,1.0,0.0,6.175,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 158486, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,166405,1.0,0.0,6.202,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 166405, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,174324,1.0,0.0,6.827,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 174324, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,182243,1.0,0.0,6.213,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 182243, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,190162,1.0,0.0,6.301,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 190162, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,198081,1.0,0.0,6.178,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 198081, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,206000,1.0,0.0,7.076,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 206000, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,213919,1.0,0.0,6.234,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 213919, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,221838,1.0,0.0,6.26,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 221838, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,64,229757,1.0,0.0,6.168,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 229757, 'sequence_length': 64, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,170,1.0,0.0,17.817,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 170, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,8089,1.0,0.0,16.674,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 8089, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,16008,1.0,0.0,16.66,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 16008, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,23927,1.0,0.0,16.561,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 23927, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,31846,1.0,0.0,16.716,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 31846, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,39765,1.0,0.0,16.604,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 39765, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,47684,1.0,0.0,16.575,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 47684, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,55603,1.0,0.0,16.511,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 55603, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,63522,1.0,0.0,16.465,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 63522, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,71441,1.0,0.0,16.518,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 71441, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,79360,1.0,0.0,16.537,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 79360, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,87279,1.0,0.0,12.424,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 87279, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,95198,1.0,0.0,12.247,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 95198, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,103117,1.0,0.0,12.388,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 103117, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,111036,1.0,0.0,12.274,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 111036, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,118955,1.0,0.0,12.331,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 118955, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,126874,1.0,0.0,12.232,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 126874, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,134793,1.0,0.0,12.251,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 134793, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,142712,1.0,0.0,12.202,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 142712, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,150631,1.0,0.0,14.486,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 150631, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,158550,1.0,0.0,12.521,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 158550, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,166469,1.0,0.0,14.393,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 166469, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,174388,1.0,0.0,12.838,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 174388, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,182307,1.0,0.0,13.185,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 182307, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,190226,1.0,0.0,13.687,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 190226, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,198145,1.0,0.0,13.221,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 198145, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,206064,1.0,0.0,12.026,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 206064, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,213983,1.0,0.0,12.002,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 213983, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,221902,1.0,0.0,13.052,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 221902, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,128,229821,1.0,0.0,13.903,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 229821, 'sequence_length': 128, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,256,298,1.0,0.0,36.296,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 298, 'sequence_length': 256, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,256,8217,1.0,0.0,32.914,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 8217, 'sequence_length': 256, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,256,16136,1.0,0.0,32.863,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 16136, 'sequence_length': 256, 'num_items': 4}"
sequence_length,long_horizon_recall,full_history_reference_baseline,sequence_length,256,24055,1.0,0.0,89.477,1,"{'model_name': 'full_history_reference_baseline', 'state_dim': 32, 'seed': 24055, 'sequence_length': 256, 'num_items': 4}"
